title,score,type,number_of_seasons,number_of_episodes,release_date,duration,resume,top_cast,audience,country,original_language
Hunter x Hunter,9.0,"Animation,Action,Adventure",1,148,2011–2014,24 minutes,"Gon Freecss is a young boy living on Whale Island. He learns from ""Hunter"" Kite, that his father, who he was told was dead, is still alive somewhere as a top ""Hunter,"" risking his life to seek unknown items, such as hidden treasures, curiosa, exotic living creatures, etc. Gon decides to become a professional Hunter and leaves the island. To become a Hunter, he must pass the Hunter Examination, where he meets and befriends three other applicants: Kurapika, Leorio and Killua. Can Gon pass this formidable hurdle, the Hunter Examination, to become ""the Best Hunter in the World"" and eventually meet his father?","Issei Futamata,Megumi Han,Cristina Valenzuela,Mariya Ise,Michael McConnohie,Erica Mendez,Erika Harlacher,Miyuki Sawashiro,Daisuke Namikawa,Matthew Mercer,Keiji Fujiwara,Keith Silverstein,Wataru Takagi,Tony Oliver,Bill Rogers,Ray Chase,Ben Diskin,Kyle Hebert",Tous publics,Japan,"Japanese,English"
Fargo,8.9,"Crime,Drama,Thriller",4,41,2014– ,53 minutes,"The all new ""true crime"" case of Fargo's new chapter travels back to 1979 in Sioux Falls, South Dakota and Luverne, Minnesota, where a young State Police Officer Lou Solverson, recently back from Vietnam, investigates a case involving a local crime gang and a major Mob syndicate. Helping him piece things together is his father-in-law, Sheriff Hank Larsson. The investigation will lead them to a colorful cast of characters that includes Karl Weathers, the town lawyer of Luverne, Minnesota. A Korean War vet, Karl is a flowery drunk blessed with the gift of gab and the eloquence of a true con artist. Joe Bulo, the front man for the northern expansion of a Kansas City crime syndicate. The new face of corporate crime, Joe's bringing a Walmart mentality to small town America. His number two is Mike Milligan. Part enforcer, part detective, Mike is always smiling - but the joke is usually on you. Bulo and his crew have their sights set on the Gerhardt crime family in Fargo, currently led by matriarch Floyd Gerhardt. With her husband at death's door, Floyd takes over the family business, frustrating her eldest son, Dodd Gerhardt. An impatient hothead with a cruel streak to match his ambitions, Dodd can't wait for both his parents to die so he can take over and expand their business from kingdom to empire. Bear Gerhardt is the middle son, an intimidatingly large man who, although inarticulate, is the most decent of his clan. Rye Gerhardt, the youngest of the Gerhardt clan, views himself as a big shot, but in reality he's just a small dog who barks big.","Billy Bob Thornton,Martin Freeman,Allison Tolman,Colin Hanks,Russell Harvard,Bokeem Woodbine,Brad Mann,Kirsten Dunst,Ewan McGregor,Chris Rock,Patrick Wilson,Carrie Coon,Jessie Buckley,Jesse Plemons,Mary Elizabeth Winstead,Jason Schwartzman,David Thewlis,Ted Danson",Tous publics,United States,"English,German,Korean,Spanish,American Sign Language,French,Ukrainian,Hebrew,Russian"
The Vietnam War,9.1,"Documentary,History,War",1,10,2017,16 hours 30 minutes,"Ken Burns and Lynn Novick's ten-part, 18-hour documentary series, THE VIETNAM WAR, tells the epic story of one of the most consequential, divisive, and controversial events in American history as it has never before been told on film. Visceral and immersive, the series explores the human dimensions of the war through revelatory testimony of nearly 80 witnesses from all sides-Americans who fought in the war and others who opposed it, as well as combatants and civilians from North and South Vietnam. Ten years in the making, the series includes rarely seen and digitally re-mastered archival footage from sources around the globe, photographs taken by some of the most celebrated photojournalists of the 20th Century, historic television broadcasts, evocative home movies, and secret audio recordings from inside the Kennedy, Johnson, and Nixon administrations. THE VIETNAM WAR features more than 100 iconic musical recordings from greatest artists of the era and haunting original music from Trent Reznor and Atticus Ross as well as the Silk Road Ensemble featuring Yo-Yo Ma.","Peter Coyote,Huy Duc,James Willbanks,Duong Van Mai Elliott,John Musgrave,Phan Quang Tue,Karl Marlantes,Nguyen Ngoc,Bao Ninh,Bill Zimmerman,Leslie Gelb,Hal Kushner,Roger Harris,Carol Crocker,Tim O'Brien,Jack Todd,Bui Diem,Robert Gard",TV-MA,,English
Sherlock,9.1,"Crime,Drama,Mystery",4,15,2010–2017,1 hour 28 minutes,"In this modernized version of the Conan Doyle characters, using his detective plots, Sherlock Holmes lives in early 21st century London and acts more cocky towards Scotland Yard's detective inspector Lestrade because he's actually less confident. Doctor Watson is now a fairly young veteran of the Afghan war, less adoring and more active.","Benedict Cumberbatch,Martin Freeman,Una Stubbs,Rupert Graves,Louise Brealey,Mark Gatiss,Andrew Scott,Amanda Abbington,Jonathan Aris,Vinette Robinson,Lindsay Duncan,Yasmine Akram,Sian Brooke,Tanya Moodie,Simon Kunz,Wanda Ventham,Timothy Carlton,Lisa McAllister",Tous publics,"United Kingdom,United States",English
Fullmetal Alchemist: Brotherhood,9.1,"Animation,Action,Adventure",1,69,2009–2012,24 minutes,"Two brothers lose their mother to an incurable disease. With the power of ""alchemy"", they use taboo knowledge to resurrect her. The process fails, and as a toll for using this type of alchemy, the older brother, Edward Elric loses his left leg while the younger brother, Alphonse Elric loses his entire body. To save his brother, Edward sacrifices his right arm and is able to affix his brother's soul to a suit of armor. With the help of a family friend, Edward receives metal limbs - ""automail"" - to replace his lost ones. With that, Edward vows to search for the Philosopher's Stone to return the brothers to their original bodies, even if it means becoming a ""State Alchemist"", one who uses his/her alchemy for the military.","Kent Williams,Iemasa Kayumi,Vic Mignogna,Romi Park,Muriel Hofmann,Lili Troncale,Rie Kugimiya,Maxey Whitehead,Travis Willingham,Shin'ichirô Miki,Colleen Clinkenbeard,Fumiko Orikasa,Kenta Miyake,J. Michael Tatum,Yuki Hayashi,Caitlin Glass,Monica Rial,Megumi Takamoto",Tous publics,Japan,Japanese
The Last Dance,9.1,"Documentary,Biography,History",1,10,2020,8 hours 11 minutes,"Charting the rise of the 1990's Chicago Bulls, led by Michael Jordan, one of the most notable dynasties in sports history.","Michael Jordan,Phil Jackson,Scottie Pippen,David Aldridge,Steve Kerr,Michael Wilbon,Andrea Kremer,Deloris Jordan,Bill Wennington,John Paxson,Dennis Rodman,Ahmad Rashad,Bob Costas,David Stern,Jerry Reinsdorf,B.J. Armstrong,Mark Vancil,Sam Smith",7,United States,English
"Life, l'aventure de la vie",9.1,Documentary,1,11,2009,7 hours 53 minutes," 's legendary BBC crew explains and shows wildlife all over planet earth in 10 episodes. The first is an overview of the challenges facing life, the others are dedicated to hunting, the deep sea and various major evolutionary groups of creatures: plants, primates and other large sections of other vertebrates and invertebrates.","Oprah Winfrey,David Attenborough,Doug Allan,Roger Munns,Justine Evans,Jonathan Smith,Michael Pitts,Barrie Britton,Neil Lucas,Kevin Flay,Matthew Swarbrick,Nick Guy,Stephen Lyle,Doug Anderson,Adam Chapman,Martha Holmes,Mike Pitts,Rick Rosenthal",Tous publics,"United Kingdom,United States,Greece,Italy,Germany",English
The World at War,9.2,"Documentary,History,War",1,26,1973–1974,52 minutes,"A multi-volumed documentary mini-series, ""The World at War"" covers the entire history of World War II from the causes of the 1920s to the aftermath of the Cold War in the 1950s. Emphasis is also placed on several inside story episodes, where events are covered which occurred inside Germany and Japan such as resistance to Hitler, life in general under a dictatorial regime, and particular emphasis is focused on the Jewish Holocaust.","Laurence Olivier,Albert Speer,Averell Harriman,Anthony Eden,Siegfried Westphal,Lawrence Durrell,Toshikazu Kase,J. Lawton Collins,Louis Mountbatten,Wynford Vaughan-Thomas,J.B. Priestley,Adolf Galland,Christabel Bielenberg,John J. McCloy,Hasso von Manteuffel,Emmi Bonhoeffer,R.A. Butler,J.G. Smyth",TV-PG,United Kingdom,"English,German,French,Japanese"
Rick et Morty,9.2,"Animation,Adventure,Comedy",6,52,2013– ,23 minutes,"An animated series on adult-swim about the infinite adventures of Rick, a genius alcoholic and careless scientist, with his grandson Morty, a 14 year-old anxious boy who is not so smart. Together, they explore the infinite universes; causing mayhem and running into trouble.","Spencer Grammer,Sarah Chalke,Justin Roiland,Chris Parnell,Kari Wahlgren,Dan Harmon,Maurice LaMarche,Tom Kenny,Brandon Johnson,Ryan Ridley,Nolan North,Cassie Steele,Phil Hendrie,Echo Kellum,Keith David,Rob Schrab,Rob Paulsen,Tara Strong",12,United States,English
Arcane,9.4,"Animation,Action,Adventure",2,10,2021– ,41 minutes,"The delicate balance between the rich city of Piltover and the seedy underbelly of Zaun. Tensions between these city-states boil over with the creation of hextech a way for any person to control magical energy in Piltover, and in Zaun, a new drug called shimmer transforms humans into monsters. The rivalry between the cities splits families and friends as Arcane brings life to the relationships that shape some of League of Legends' famous champions including Vi, Jinx, Caitlyn, Jayce and Viktor.","Kevin Alejandro,Jason Spisak,Hailee Steinfeld,Harry Lloyd,Toks Olagundoye,JB Blanc,Remy Hii,Dave B. Mitchell,Amirah Vann,Mia Sinclair Jenness,Katie Leung,Josh Keaton,Ella Purnell,Mick Wingert,Erica Lindbeck,Yuri Lowenthal,Abigail Marlowe,Reed Shannon",16,"United States,France",English
Les Soprano,9.2,"Crime,Drama",6,86,1999–2007,55 minutes,"An innovative look at the life of fictional Mafia Capo Tony Soprano, this serial is presented largely first person, but additional perspective is conveyed by the intimate conversations Tony has with his psychotherapist. We see Tony at work, at home, and in therapy. Moments of black comedy intersperse this aggressive, adult drama, with adult language, and extreme violence.","James Gandolfini,Lorraine Bracco,Edie Falco,Michael Imperioli,Steven Van Zandt,Robert Iler,Tony Sirico,Jamie-Lynn Sigler,Dominic Chianese,Aida Turturro,Steve Schirripa,Drea de Matteo,Dan Grimaldi,Joseph R. Gannascoli,Sharon Angela,John Ventimiglia,Vincent Curatola,Frank Vincent",Tous publics,United States,"English,Italian,Russian"
Cosmos,9.3,Documentary,1,13,1980,13 hours,"Astronomer Dr. Carl Sagan is host and narrator of this 13-hour series that originally aired on Public Broadcasting Stations in the United States. Dr. Sagan describes the universe in a way that appeals to a mass audience, by using Earth as a reference point, by speaking in terms intelligible to non-scientific people, by relating the exploration of space to that of the Earth by pioneers of old, and by citing such Earth legends as the Library of Alexandria as metaphors for space-related future events. Among Dr. Sagan's favorite topics are the origins of life, the search for life on Mars, the infernal composition of the atmosphere of Venus and a warning about a similar effect taking place on Earth due to global pollution and the ""greenhouse effect"", the lives of stars, interstellar travel and the effects of attaining the speed of light, the danger of mankind technologically self-destructing, and the search, using radio technology, for intelligent life in deep space.","Carl Sagan,Jaromír Hanzlík,Jonathan Fahn,Alan Belod,Jean Charney,Bill Grant,Bob Hevelone,Ronald A. Hilbert,Victor C. John,Arthur 'Lonne' Lane,Linda Morabito,Larry Soderblom,Cecilia White,Dana Hlavácová,Josef Vinklár",TV-PG,"United States,United Kingdom",
